ts_utc,imb_mean,imb_std
2025-07-08 09:30:00,-0.21995434403669722,0.5128488588775502
2025-07-08 09:33:00,-0.06911659459459459,0.5087251548159307
2025-07-08 09:36:00,-0.20873403472222224,0.552858366655879
2025-07-08 09:39:00,-0.2409131784386617,0.5950480160976204
2025-07-08 09:42:00,-0.20038489966555184,0.589978105722426
2025-07-08 09:45:00,-0.2402307467948718,0.549861670150325
2025-07-08 09:48:00,-0.20999402325581396,0.6571865900926483
2025-07-08 09:51:00,-0.20832758609271523,0.5525093138054221
2025-07-08 09:54:00,-0.04260402730375427,0.6179659453859347
2025-07-08 09:57:00,0.02140030981595092,0.6176973620941314
2025-07-08 10:00:00,0.9991351666666666,0.0014502760082135912
