date,open,high,low,close,volume
2025-07-01 09:15:00,1609.0,1609.0,1600.5,1602.3,90124
2025-07-01 09:18:00,1602.2,1603.0,1601.1,1601.2,34868
2025-07-01 09:21:00,1601.1,1603.9,1601.1,1601.8,42336
2025-07-01 09:24:00,1601.9,1605.9,1601.5,1605.3,43671
2025-07-01 09:27:00,1605.3,1608.9,1605.0,1608.8,49345
2025-07-01 09:30:00,1609.0,1617.7,1609.0,1616.0,114512
2025-07-01 09:33:00,1616.0,1617.0,1612.9,1614.0,71858
2025-07-01 09:36:00,1614.0,1614.7,1612.0,1612.0,37870
2025-07-01 09:39:00,1612.0,1612.5,1611.0,1611.5,28913
2025-07-01 09:42:00,1611.9,1612.0,1610.1,1610.7,31564
2025-07-01 09:45:00,1610.5,1610.6,1607.5,1608.0,34619
2025-07-01 09:48:00,1607.7,1609.0,1607.5,1607.8,19203
2025-07-01 09:51:00,1607.9,1609.6,1607.8,1608.2,25843
2025-07-01 09:54:00,1608.3,1608.3,1606.7,1606.7,20996
2025-07-01 09:57:00,1606.8,1608.0,1605.0,1607.2,35068
2025-07-01 10:00:00,1607.2,1608.0,1605.1,1605.1,22291
2025-07-01 10:03:00,1605.3,1605.9,1604.0,1605.1,29870
2025-07-01 10:06:00,1605.1,1606.1,1604.4,1604.6,16173
2025-07-01 10:09:00,1604.5,1604.5,1602.5,1602.8,28236
2025-07-01 10:12:00,1602.7,1604.2,1602.3,1603.1,19206
2025-07-01 10:15:00,1603.0,1606.9,1603.0,1606.3,16979
2025-07-01 10:18:00,1606.4,1607.0,1606.0,1606.6,16773
2025-07-01 10:21:00,1606.8,1610.4,1606.5,1610.0,40549
2025-07-01 10:24:00,1609.9,1610.0,1608.5,1609.1,19912
2025-07-01 10:27:00,1609.1,1610.7,1609.0,1610.0,23300
2025-07-01 10:30:00,1610.0,1611.3,1610.0,1610.1,32575
2025-07-01 10:33:00,1610.0,1610.7,1610.0,1610.5,19703
2025-07-01 10:36:00,1610.5,1610.9,1610.0,1610.3,17348
2025-07-01 10:39:00,1610.3,1610.5,1609.5,1609.9,23235
2025-07-01 10:42:00,1609.9,1611.3,1609.9,1611.2,18521
2025-07-01 10:45:00,1611.3,1611.3,1610.4,1610.5,19406
2025-07-01 10:48:00,1610.5,1610.7,1609.6,1609.8,15604
2025-07-01 10:51:00,1609.8,1610.5,1608.9,1609.5,23762
2025-07-01 10:54:00,1609.6,1610.0,1609.3,1609.5,17717
2025-07-01 10:57:00,1609.6,1610.0,1609.0,1609.4,15897
2025-07-01 11:00:00,1609.4,1610.0,1608.1,1608.4,22748
2025-07-01 11:03:00,1608.4,1609.7,1607.7,1608.6,17011
2025-07-01 11:06:00,1608.6,1609.7,1607.9,1608.9,22707
2025-07-01 11:09:00,1608.8,1609.0,1608.0,1608.5,17077
2025-07-01 11:12:00,1608.5,1608.7,1608.1,1608.3,15828
2025-07-01 11:15:00,1608.2,1610.9,1607.5,1610.6,30928
2025-07-01 11:18:00,1610.6,1612.4,1610.0,1611.3,22897
2025-07-01 11:21:00,1611.3,1611.5,1610.2,1610.5,10692
2025-07-01 11:24:00,1610.5,1611.2,1610.4,1611.0,12245
2025-07-01 11:27:00,1610.7,1610.8,1610.3,1610.4,12900
2025-07-01 11:30:00,1610.5,1610.5,1608.3,1608.4,11153
2025-07-01 11:33:00,1608.4,1608.4,1607.1,1607.5,19206
2025-07-01 11:36:00,1607.5,1607.5,1606.4,1606.6,13011
2025-07-01 11:39:00,1606.6,1607.7,1606.6,1607.1,9133
2025-07-01 11:42:00,1607.1,1607.1,1605.3,1605.7,19185
2025-07-01 11:45:00,1605.8,1606.9,1605.8,1606.0,23334
2025-07-01 11:48:00,1606.0,1606.7,1605.9,1606.4,12478
2025-07-01 11:51:00,1606.4,1606.6,1605.2,1605.3,19853
2025-07-01 11:54:00,1605.3,1605.3,1603.5,1604.1,33055
2025-07-01 11:57:00,1604.2,1605.0,1604.0,1604.5,13707
2025-07-01 12:00:00,1604.4,1604.5,1603.5,1604.0,24158
2025-07-01 12:03:00,1604.2,1605.0,1603.8,1604.1,10248
2025-07-01 12:06:00,1604.1,1604.2,1603.9,1604.1,8939
2025-07-01 12:09:00,1604.1,1606.0,1603.9,1605.8,12279
2025-07-01 12:12:00,1605.6,1606.1,1605.2,1605.5,20036
2025-07-01 12:15:00,1605.5,1605.9,1605.1,1605.6,19224
2025-07-01 12:18:00,1605.6,1606.9,1605.3,1606.0,21394
2025-07-01 12:21:00,1606.0,1606.8,1604.8,1605.2,17199
2025-07-01 12:24:00,1605.2,1606.6,1604.8,1605.7,12939
2025-07-01 12:27:00,1606.0,1606.5,1605.4,1606.2,9327
2025-07-01 12:30:00,1606.2,1606.5,1605.6,1606.1,32308
2025-07-01 12:33:00,1606.1,1607.3,1606.0,1607.0,9936
2025-07-01 12:36:00,1607.1,1607.1,1606.5,1606.7,10258
2025-07-01 12:39:00,1606.6,1606.6,1605.7,1606.0,21267
2025-07-01 12:42:00,1606.0,1607.5,1605.9,1607.3,15618
2025-07-01 12:45:00,1607.4,1607.9,1607.0,1607.0,10815
2025-07-01 12:48:00,1607.1,1609.9,1606.9,1609.3,32324
2025-07-01 12:51:00,1609.3,1609.5,1608.2,1608.4,13225
2025-07-01 12:54:00,1608.1,1608.9,1608.0,1608.2,13675
2025-07-01 12:57:00,1608.3,1609.0,1608.0,1609.0,11199
2025-07-01 13:00:00,1609.0,1609.0,1608.0,1608.1,13122
2025-07-01 13:03:00,1608.1,1608.5,1608.0,1608.1,11563
2025-07-01 13:06:00,1608.1,1608.2,1606.7,1606.7,14042
2025-07-01 13:09:00,1606.8,1608.3,1606.7,1606.8,15559
2025-07-01 13:12:00,1606.8,1606.8,1606.0,1606.3,16059
2025-07-01 13:15:00,1606.4,1607.8,1606.4,1607.2,11548
2025-07-01 13:18:00,1607.2,1608.2,1606.9,1607.5,11068
2025-07-01 13:21:00,1607.5,1608.8,1607.3,1608.5,17160
2025-07-01 13:24:00,1608.5,1608.7,1607.1,1607.3,11312
2025-07-01 13:27:00,1607.3,1608.3,1607.2,1607.7,11962
2025-07-01 13:30:00,1607.7,1608.9,1606.4,1606.4,14951
2025-07-01 13:33:00,1606.5,1606.6,1605.0,1605.1,14547
2025-07-01 13:36:00,1605.1,1606.5,1605.0,1606.0,22540
2025-07-01 13:39:00,1606.1,1606.3,1606.0,1606.3,10875
2025-07-01 13:42:00,1606.3,1606.5,1604.1,1604.1,54350
2025-07-01 13:45:00,1604.1,1605.0,1604.0,1604.8,16525
2025-07-01 13:48:00,1604.9,1605.0,1604.0,1604.5,38791
2025-07-01 13:51:00,1604.4,1605.2,1604.1,1604.9,15389
2025-07-01 13:54:00,1604.9,1605.2,1604.0,1604.7,52040
2025-07-01 13:57:00,1604.1,1605.4,1604.0,1604.8,24180
2025-07-01 14:00:00,1604.8,1605.6,1604.6,1605.2,18465
2025-07-01 14:03:00,1605.3,1607.0,1605.2,1606.7,23354
2025-07-01 14:06:00,1606.7,1607.6,1606.7,1607.1,16677
2025-07-01 14:09:00,1607.2,1607.2,1605.3,1605.6,19891
2025-07-01 14:12:00,1605.7,1606.4,1605.4,1606.1,25574
2025-07-01 14:15:00,1606.0,1606.4,1605.3,1605.5,28425
2025-07-01 14:18:00,1605.5,1606.2,1605.0,1605.7,20791
2025-07-01 14:21:00,1605.7,1606.6,1605.7,1606.3,20575
2025-07-01 14:24:00,1606.4,1607.0,1606.1,1606.5,26255
2025-07-01 14:27:00,1606.5,1606.8,1605.9,1606.1,29770
2025-07-01 14:30:00,1606.0,1606.1,1605.1,1605.6,19048
2025-07-01 14:33:00,1605.7,1606.5,1605.1,1605.9,19388
2025-07-01 14:36:00,1606.4,1607.7,1605.2,1607.6,61968
2025-07-01 14:39:00,1607.2,1607.9,1606.9,1607.0,20696
2025-07-01 14:42:00,1607.0,1607.9,1606.6,1607.1,18171
2025-07-01 14:45:00,1607.2,1608.0,1607.1,1607.6,18648
2025-07-01 14:48:00,1607.7,1608.0,1606.7,1607.7,36269
2025-07-01 14:51:00,1607.7,1608.8,1607.5,1607.7,34925
2025-07-01 14:54:00,1607.7,1608.4,1607.5,1607.5,49046
2025-07-01 14:57:00,1607.5,1607.9,1606.6,1607.5,26040
2025-07-01 15:00:00,1607.6,1608.0,1607.0,1607.0,73978
2025-07-01 15:03:00,1607.0,1609.6,1607.0,1608.5,116082
2025-07-01 15:06:00,1608.5,1609.0,1607.9,1608.4,123724
2025-07-01 15:09:00,1608.4,1608.7,1608.0,1608.1,93540
2025-07-01 15:12:00,1608.1,1609.5,1608.0,1608.0,129746
2025-07-01 15:15:00,1608.0,1609.2,1608.0,1608.8,119306
2025-07-01 15:18:00,1608.9,1609.2,1608.7,1609.0,95942
2025-07-01 15:21:00,1609.0,1609.5,1605.1,1605.3,225712
2025-07-01 15:24:00,1605.0,1606.2,1602.5,1602.5,262449
2025-07-01 15:27:00,1602.6,1605.0,1601.7,1603.0,192618
2025-07-02 09:15:00,1618.0,1638.6,1616.0,1633.5,644499
2025-07-02 09:18:00,1633.9,1641.0,1632.6,1638.0,302618
2025-07-02 09:21:00,1637.5,1644.9,1636.0,1642.2,276552
2025-07-02 09:24:00,1641.6,1643.3,1637.0,1637.0,130122
2025-07-02 09:27:00,1637.1,1639.0,1635.0,1636.5,90075
2025-07-02 09:30:00,1636.5,1638.2,1635.0,1637.1,72559
2025-07-02 09:33:00,1637.7,1638.0,1635.9,1636.9,47263
2025-07-02 09:36:00,1636.9,1641.2,1636.6,1639.8,127220
2025-07-02 09:39:00,1640.0,1643.0,1638.2,1641.6,101904
2025-07-02 09:42:00,1641.9,1643.9,1640.3,1642.5,95114
2025-07-02 09:45:00,1642.3,1645.9,1642.3,1645.7,178915
2025-07-02 09:48:00,1645.9,1647.5,1644.4,1646.7,143961
2025-07-02 09:51:00,1646.7,1649.0,1645.2,1646.9,137983
2025-07-02 09:54:00,1646.3,1647.4,1645.0,1646.8,74797
2025-07-02 09:57:00,1646.8,1647.4,1642.7,1644.8,72137
2025-07-02 10:00:00,1644.5,1645.8,1641.7,1643.6,80611
2025-07-02 10:03:00,1643.5,1645.1,1642.8,1644.0,48697
2025-07-02 10:06:00,1644.0,1645.9,1643.5,1643.7,39385
2025-07-02 10:09:00,1643.7,1644.5,1642.2,1644.0,47630
2025-07-02 10:12:00,1644.0,1644.0,1641.1,1641.9,41669
2025-07-02 10:15:00,1641.9,1642.0,1637.8,1639.3,163316
2025-07-02 10:18:00,1639.3,1639.6,1633.4,1635.6,190285
2025-07-02 10:21:00,1635.2,1636.3,1631.0,1631.0,164727
2025-07-02 10:24:00,1631.3,1632.4,1625.2,1625.9,143218
2025-07-02 10:27:00,1625.9,1629.4,1625.0,1628.3,82088
2025-07-02 10:30:00,1628.1,1628.1,1625.6,1625.6,65661
2025-07-02 10:33:00,1626.0,1626.2,1624.6,1625.1,42931
2025-07-02 10:36:00,1625.1,1625.1,1622.4,1622.5,54287
2025-07-02 10:39:00,1622.1,1623.1,1621.0,1621.1,41314
2025-07-02 10:42:00,1621.3,1622.7,1620.0,1620.1,51569
2025-07-02 10:45:00,1620.6,1621.9,1619.0,1621.3,61809
2025-07-02 10:48:00,1621.5,1622.4,1620.1,1620.3,28716
2025-07-02 10:51:00,1620.2,1620.6,1618.5,1618.6,24575
2025-07-02 10:54:00,1618.6,1618.6,1617.0,1617.0,42107
2025-07-02 10:57:00,1617.0,1617.4,1613.7,1614.2,89437
2025-07-02 11:00:00,1615.1,1615.3,1613.6,1614.4,59729
2025-07-02 11:03:00,1614.4,1614.8,1613.1,1613.5,37493
2025-07-02 11:06:00,1613.8,1614.0,1610.9,1611.7,52429
2025-07-02 11:09:00,1611.7,1612.3,1610.0,1610.0,51828
2025-07-02 11:12:00,1610.0,1612.2,1609.8,1611.8,63460
2025-07-02 11:15:00,1611.9,1614.0,1611.3,1613.1,112817
2025-07-02 11:18:00,1613.3,1615.2,1613.0,1614.6,111710
2025-07-02 11:21:00,1614.6,1615.3,1613.5,1614.9,144860
2025-07-02 11:24:00,1614.9,1615.2,1613.8,1615.0,62338
2025-07-02 11:27:00,1615.0,1616.8,1614.4,1614.5,126117
2025-07-02 11:30:00,1614.5,1614.5,1612.5,1612.7,66476
2025-07-02 11:33:00,1612.7,1614.0,1612.1,1614.0,20002
2025-07-02 11:36:00,1614.0,1614.5,1613.0,1613.6,28844
2025-07-02 11:39:00,1613.6,1614.1,1612.1,1612.5,37602
2025-07-02 11:42:00,1612.3,1612.4,1610.5,1611.0,39240
2025-07-02 11:45:00,1611.0,1611.3,1610.5,1611.1,29221
2025-07-02 11:48:00,1611.1,1611.7,1610.7,1611.2,34146
2025-07-02 11:51:00,1611.2,1611.5,1610.1,1611.5,46831
2025-07-02 11:54:00,1611.5,1611.7,1611.1,1611.3,8488
2025-07-02 11:57:00,1611.4,1611.9,1611.4,1611.9,12240
2025-07-02 12:00:00,1611.5,1612.4,1611.5,1612.1,16087
2025-07-02 12:03:00,1612.1,1612.1,1611.3,1611.7,13549
2025-07-02 12:06:00,1611.7,1613.7,1611.7,1613.7,28036
2025-07-02 12:09:00,1613.6,1614.6,1613.5,1613.7,37338
2025-07-02 12:12:00,1613.7,1615.0,1613.4,1614.4,62775
2025-07-02 12:15:00,1614.4,1614.4,1612.5,1612.8,16329
2025-07-02 12:18:00,1612.5,1612.8,1611.6,1611.9,23045
2025-07-02 12:21:00,1611.9,1612.1,1610.4,1610.8,69650
2025-07-02 12:24:00,1611.1,1611.1,1609.9,1610.6,71728
2025-07-02 12:27:00,1610.5,1611.0,1610.0,1610.1,32496
2025-07-02 12:30:00,1610.1,1611.7,1609.7,1611.1,583780
2025-07-02 12:33:00,1611.1,1612.8,1611.0,1612.0,77318
2025-07-02 12:36:00,1612.0,1613.6,1611.9,1613.4,16858
2025-07-02 12:39:00,1613.4,1613.5,1612.7,1613.1,13422
2025-07-02 12:42:00,1613.3,1613.5,1612.1,1613.2,120398
2025-07-02 12:45:00,1613.2,1613.2,1612.1,1612.4,5644
2025-07-02 12:48:00,1612.4,1612.5,1611.4,1611.8,14271
2025-07-02 12:51:00,1611.8,1612.0,1611.0,1611.0,83378
2025-07-02 12:54:00,1611.7,1611.7,1611.0,1611.1,59548
2025-07-02 12:57:00,1611.1,1611.6,1611.0,1611.2,39279
2025-07-02 13:00:00,1611.2,1611.5,1611.1,1611.5,12651
2025-07-02 13:03:00,1611.5,1612.3,1611.2,1611.6,23954
2025-07-02 13:06:00,1612.0,1612.0,1610.8,1611.3,11872
2025-07-02 13:09:00,1611.4,1611.4,1609.8,1609.9,45740
2025-07-02 13:12:00,1610.0,1610.0,1608.3,1608.8,27832
2025-07-02 13:15:00,1608.5,1609.4,1606.1,1607.9,38802
2025-07-02 13:18:00,1608.3,1608.3,1606.4,1607.2,23499
2025-07-02 13:21:00,1606.8,1608.0,1605.5,1605.6,30746
2025-07-02 13:24:00,1606.3,1606.8,1605.1,1605.6,33072
2025-07-02 13:27:00,1605.8,1605.8,1604.8,1605.1,23024
2025-07-02 13:30:00,1605.0,1605.4,1603.4,1605.2,40764
2025-07-02 13:33:00,1605.0,1606.1,1605.0,1605.3,16887
2025-07-02 13:36:00,1605.3,1605.7,1605.0,1605.7,11230
2025-07-02 13:39:00,1605.7,1607.0,1604.4,1605.0,24641
2025-07-02 13:42:00,1605.0,1607.4,1604.2,1607.0,43393
2025-07-02 13:45:00,1607.3,1607.3,1605.4,1606.3,17991
2025-07-02 13:48:00,1606.3,1607.6,1606.1,1607.0,19471
2025-07-02 13:51:00,1607.2,1607.2,1606.0,1606.4,10699
2025-07-02 13:54:00,1606.5,1606.5,1605.2,1606.1,15900
2025-07-02 13:57:00,1606.0,1608.2,1605.6,1608.0,20166
2025-07-02 14:00:00,1608.1,1608.1,1606.6,1607.1,12741
2025-07-02 14:03:00,1607.1,1607.1,1606.6,1606.7,6302
2025-07-02 14:06:00,1606.7,1607.7,1606.6,1607.1,10392
2025-07-02 14:09:00,1607.2,1608.7,1607.0,1608.5,26064
2025-07-02 14:12:00,1608.5,1609.3,1608.0,1608.1,24747
2025-07-02 14:15:00,1608.1,1609.2,1607.8,1608.5,22466
2025-07-02 14:18:00,1608.5,1609.7,1608.5,1609.1,15654
2025-07-02 14:21:00,1609.1,1609.5,1606.6,1607.8,50715
2025-07-02 14:24:00,1607.8,1608.9,1607.6,1607.9,15881
2025-07-02 14:27:00,1607.9,1607.9,1607.3,1607.6,11409
2025-07-02 14:30:00,1607.6,1609.4,1607.5,1608.6,13579
2025-07-02 14:33:00,1608.6,1608.6,1608.1,1608.2,6079
2025-07-02 14:36:00,1608.5,1608.5,1607.1,1607.6,10218
2025-07-02 14:39:00,1607.6,1607.9,1606.1,1607.7,67820
2025-07-02 14:42:00,1607.0,1609.0,1606.5,1608.8,59893
2025-07-02 14:45:00,1608.8,1609.7,1608.1,1608.8,43439
2025-07-02 14:48:00,1608.8,1609.0,1607.9,1608.4,14271
2025-07-02 14:51:00,1608.2,1608.4,1607.6,1608.1,26956
2025-07-02 14:54:00,1608.1,1608.2,1607.1,1608.0,43310
2025-07-02 14:57:00,1607.6,1609.5,1607.5,1609.2,48580
2025-07-02 15:00:00,1609.2,1610.2,1609.0,1609.8,105141
2025-07-02 15:03:00,1609.9,1613.0,1609.7,1612.4,118270
