date,open,high,low,close,volume,ret1,ema_8,ema_21,rsi_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,vwap,vol_spike,bb_mid,bb_lower,bb_upper,bb_width,stoch_k,stoch_d,obv,supertrend,supertrend_dir
2025-07-08 09:15:00,1536.0,1540.2,1535.0,1539.0,259528,0.0,1539.0,1539.0,,,,,1538.0666666666666,0,,,,,76.92307692307625,76.92307692307625,259528.0,0.0,1
2025-07-08 09:20:00,1539.0,1541.2,1538.6,1540.0,79807,0.0006497725795970855,1539.2222222222222,1539.090909090909,,,,,1538.5056814062798,0,,,,,80.645161290322,78.78411910669912,339335.0,0.0,1
2025-07-08 09:25:00,1540.0,1540.0,1535.6,1537.0,62884,-0.001948051948051921,1538.7283950617284,1538.900826446281,,,,,1538.3536618939763,0,,,,,32.2580645161288,63.27543424317568,276451.0,0.0,1
2025-07-08 09:30:00,1536.9,1538.8,1536.9,1537.2,78912,0.00013012361743669487,1538.3887517146777,1538.7462058602553,,,,,1538.235518254557,0,,,,,35.48387096774241,49.462365591397734,355363.0,0.0,1
2025-07-08 09:35:00,1537.2,1537.2,1535.1,1535.1,99630,-0.001366120218579292,1537.6579180003048,1538.414732600232,,,,,1537.8177032089504,0,,,,,1.612903225804973,23.118279569892064,255733.0,0.0,1
2025-07-08 09:40:00,1535.1,1537.4,1534.6,1535.5,96228,0.0002605693440167478,1537.1783806669036,1538.1497569093017,,,,,1537.5356425781413,0,,,,,13.636363636364733,16.91104594330404,351961.0,0.0,1
2025-07-08 09:45:00,1535.7,1537.3,1535.0,1536.0,46152,0.0003256268316509381,1536.9165182964807,1537.9543244630015,,,,,1537.4440176028372,0,,,,,21.212121212122153,12.153796024763954,398113.0,0.0,1
2025-07-08 09:50:00,1536.0,1536.3,1535.3,1535.5,40969,-0.00032552083333337034,1536.6017364528184,1537.731204057274,,,,,1537.3505092635005,0,,,,,13.636363636364733,16.161616161617207,357144.0,0.0,1
2025-07-08 09:55:00,1535.5,1536.1,1535.3,1535.4,32761,-6.51253663300766e-05,1536.3346839077476,1537.5192764157036,,,,,1537.278542240003,0,,,,,12.121212121214628,15.656565656567173,324383.0,0.0,1
2025-07-08 10:00:00,1535.4,1537.3,1535.0,1537.1,57362,0.0011072033346357646,1536.5047541504703,1537.4811603779124,,,,,1537.2240245538005,0,,,,,37.878787878787094,21.212121212122153,381745.0,0.0,1
2025-07-08 10:05:00,1537.1,1537.2,1536.0,1536.4,20578,-0.0004554030316828994,1536.4814754503657,1537.3828730708294,,,,,1537.2077775656683,0,,,,,27.272727272729465,25.75757575757706,361167.0,1530.733984506506,1
2025-07-08 10:10:00,1536.3,1536.6,1535.2,1536.5,64702,6.508721687059627e-05,1536.4855920169512,1537.3026118825721,,,,,1537.131487589847,0,,,,,28.78787878787957,31.313131313132043,425869.0,1530.733984506506,1
2025-07-08 10:15:00,1536.5,1537.3,1536.3,1537.1,33554,0.0003904978848030538,1536.6221271242953,1537.2841926205201,,,,,1537.123505267366,0,,,,,37.878787878787094,31.313131313132043,459423.0,1531.542346982329,1
2025-07-08 10:20:00,1537.1,1537.2,1535.3,1535.4,46710,-0.001105978791230089,1536.3505433188964,1537.112902382291,,,,,1537.0705172797582,0,,,,,12.121212121214628,26.262626262627094,412713.0,1531.542346982329,1
2025-07-08 10:25:00,1535.8,1535.9,1535.1,1535.4,25604,0.0,1536.1393114702528,1536.957183983901,36.70918650187527,,,,1537.0312349596304,0,,,,,12.121212121214628,20.707070707072116,412713.0,1531.542346982329,1
2025-07-08 10:30:00,1535.5,1535.6,1534.6,1535.4,46883,0.0,1535.9750200324188,1536.8156218035463,36.70918650187527,,,,1536.9526332766925,0,,,,,14.814814814817934,13.019079685749062,412713.0,1531.542346982329,1
2025-07-08 10:35:00,1535.7,1536.7,1535.3,1536.4,35901,0.0006512960791975608,1536.0694600252145,1536.777838003224,45.26723758560701,,,,1536.9265611265491,0,,,,,42.85714285714673,23.264389931059764,448614.0,1531.542346982329,1
2025-07-08 10:40:00,1536.4,1536.5,1535.6,1535.9,63505,-0.0003254360843529813,1536.0318022418335,1536.6980345483853,42.19503245809592,,,,1536.8771839799049,0,,,,,46.42857142857491,34.70017636684653,385109.0,1531.6482043594713,1
2025-07-08 10:45:00,1535.9,1536.4,1532.9,1533.5,196104,-0.001562601731883606,1535.469179521426,1536.4073041348956,31.236460672492388,,,,1536.5082961875157,1,,,,,13.333333333331312,34.206349206350986,189005.0,1531.6482043594713,1
2025-07-08 10:50:00,1533.4,1539.9,1533.4,1539.6,110867,0.003977828496902536,1536.3871396277757,1536.6975492135414,59.80807255331881,,,,1536.5915245879432,0,1536.47,1533.37219432501,1539.56780567499,0.004032367276926999,95.71428571428312,51.825396825396446,299872.0,1531.6482043594713,1
2025-07-08 10:55:00,1539.5,1539.9,1538.1,1539.2,62930,-0.00025980774227063463,1537.0122197104922,1536.925044739583,58.10320193749226,,,,1536.6912707352617,0,1536.48,1533.348482795832,1539.611517204168,0.004076222540049918,89.99999999999935,66.3492063492046,236942.0,1532.3753429207118,1
