date,open,high,low,close,volume,ret1,ema_8,ema_21,rsi_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,vwap,vol_spike,bb_mid,bb_lower,bb_upper,bb_width,stoch_k,stoch_d,obv,supertrend,supertrend_dir
2025-07-08 09:15:00,7.29,7.32,7.27,7.28,5741316,0.0,7.28,7.28,,,,,7.29,0,,,,,20.000000000001066,20.000000000001066,5741316.0,0.0,1
2025-07-08 09:16:00,7.28,7.28,7.26,7.28,1879538,0.0,7.28,7.28,,,,,7.285889485176684,0,,,,,33.333333333333826,26.666666666667446,5741316.0,0.0,1
2025-07-08 09:17:00,7.28,7.28,7.26,7.26,1466566,-0.0027472527472528485,7.275555555555556,7.278181818181818,,,,,7.282787226004007,0,,,,,0.0,17.777777777778297,4274750.0,0.0,1
2025-07-08 09:18:00,7.27,7.29,7.26,7.29,2092858,0.004132231404958775,7.278765432098766,7.279256198347107,,,,,7.282265479743288,0,,,,,50.0,27.777777777777942,6367608.0,0.0,1
2025-07-08 09:19:00,7.29,7.29,7.27,7.28,898408,-0.00137174211248281,7.279039780521262,7.279323816679188,,,,,7.282096974234891,0,,,,,33.333333333333826,27.777777777777942,5469200.0,0.0,1
2025-07-08 09:20:00,7.28,7.29,7.28,7.28,830309,0.0,7.279253162627648,7.279385287890171,,,,,7.282176497085946,0,,,,,33.333333333333826,38.88888888888922,5469200.0,0.0,1
2025-07-08 09:21:00,7.28,7.29,7.28,7.28,2497623,0.0,7.279419126488171,7.279441170809246,,,,,7.282364036026596,0,,,,,33.333333333333826,33.333333333333826,5469200.0,0.0,1
2025-07-08 09:22:00,7.28,7.3,7.28,7.29,1314810,0.0013736263736263687,7.281770431713022,7.280401064372041,,,,,7.282964453753592,0,,,,,50.0,38.88888888888922,6784010.0,0.0,1
2025-07-08 09:23:00,7.3,7.3,7.29,7.3,987214,0.00137174211248281,7.285821446887906,7.282182785792765,,,,,7.283728319013207,0,,,,,66.66666666666617,50.0,7771224.0,0.0,1
2025-07-08 09:24:00,7.3,7.3,7.29,7.3,466777,0.0,7.288972236468371,7.283802532538877,,,,,7.28406059873136,0,,,,,66.66666666666617,61.11111111111078,7771224.0,0.0,1
2025-07-08 09:25:00,7.31,7.31,7.29,7.3,1563564,0.0,7.291422850586511,7.285275029580797,,,,,7.285323190325121,0,,,,,66.66666666666617,66.66666666666617,7771224.0,7.2514150670847455,1
2025-07-08 09:26:00,7.29,7.3,7.29,7.29,813060,-0.001369863013698569,7.291106661567286,7.285704572346178,,,,,7.285640079836995,0,,,,,50.0,61.11111111111078,6958164.0,7.2514150670847455,1
2025-07-08 09:27:00,7.3,7.3,7.29,7.3,2252609,0.00137174211248281,7.293082958996778,7.287004156678344,,,,,7.286729269390591,0,,,,,66.66666666666617,61.11111111111078,9210773.0,7.2514150670847455,1
2025-07-08 09:28:00,7.3,7.3,7.28,7.29,1001505,-0.001369863013698569,7.292397856997494,7.287276506071222,,,,,7.2868668662760925,0,,,,,50.0,55.555555555555394,8209268.0,7.2514150670847455,1
2025-07-08 09:29:00,7.29,7.3,7.28,7.29,1234408,0.0,7.29186499988694,7.287524096428383,53.08732080804606,,,,7.287021318275633,0,,,,,60.00000000000071,58.888888888888964,8209268.0,7.2514150670847455,1
2025-07-08 09:30:00,7.29,7.31,7.28,7.31,3129396,0.00274348422496562,7.295894999912064,7.289567360389439,64.82584220289867,,,,7.288463117739733,0,,,,,100.0,70.00000000000024,11338664.0,7.2514150670847455,1
2025-07-08 09:31:00,7.31,7.32,7.3,7.3,4819524,-0.001367989056087482,7.296807222153827,7.290515782172217,57.12865816205834,,,,7.291122523939573,1,,,,,66.66666666666617,75.55555555555563,6519140.0,7.2561261593937445,1
2025-07-08 09:32:00,7.3,7.31,7.3,7.3,524618,0.0,7.297516728341866,7.291377983792924,57.12865816205835,,,,7.291313667662039,0,,,,,59.999999999999645,75.55555555555527,6519140.0,7.2561261593937445,1
2025-07-08 09:33:00,7.31,7.31,7.29,7.29,4241078,-0.001369863013698569,7.295846344265896,7.291252712539022,50.21389961554695,,,,7.29191497550142,1,,,,,24.999999999999446,50.55555555555509,2278062.0,7.2561261593937445,1
2025-07-08 09:34:00,7.3,7.3,7.28,7.29,2832813,0.0,7.2945471566512525,7.2911388295809285,50.21389961554696,,,,7.291781321014945,0,7.290000000000001,7.268091097699795,7.311908902300207,0.006010672784692982,24.999999999999446,36.66666666666618,2278062.0,7.2561261593937445,1
2025-07-08 09:35:00,7.29,7.29,7.27,7.28,2025589,-0.00137174211248281,7.291314455173197,7.2901262087099346,44.03276352042012,,,,7.291221309099183,0,7.290000000000001,7.268091097699795,7.311908902300207,0.006010672784692982,20.000000000001066,23.333333333333318,252473.0,7.2561261593937445,1
2025-07-08 09:36:00,7.27,7.28,7.27,7.27,305487,-0.0013736263736264798,7.286577909579153,7.288296553372668,38.87879422799654,,,,7.291093987047406,0,7.289499999999999,7.266283626467512,7.312716373532487,0.006369812341720911,0.0,15.00000000000017,-53014.0,7.2561261593937445,1
2025-07-08 09:37:00,7.27,7.28,7.26,7.27,3887537,0.0,7.2828939296726745,7.286633230338788,38.87879422799655,,,,7.28934201952871,1,7.290000000000001,7.269023823036599,7.310976176963403,0.005754781059918315,16.666666666666174,12.222222222222413,-53014.0,7.2561261593937445,1
2025-07-08 09:38:00,7.28,7.29,7.27,7.29,1648260,0.0027510316368639653,7.2844730564120805,7.286939300307989,51.929733670682076,,,,7.289137625672704,0,7.289999999999999,7.269023823036597,7.310976176963401,0.0057547810599183164,50.0,22.222222222222058,1595246.0,7.2561261593937445,1
2025-07-08 09:39:00,7.29,7.29,7.28,7.28,2831773,-0.00137174211248281,7.283479043876063,7.286308454825445,46.57478394422298,,,,7.288817143801973,0,7.289999999999999,7.269023823036597,7.310976176963401,0.0057547810599183164,33.333333333333826,33.333333333333336,-1236527.0,7.2561261593937445,1
2025-07-08 09:40:00,7.29,7.32,7.28,7.32,6875123,0.005494505494505475,7.291594811903605,7.289371322568586,63.00719369827154,0.0014575223913535496,,,7.290927080964401,1,7.292,7.267833908052811,7.3161660919471885,0.006628110791878404,100.0,61.11111111111128,5638596.0,7.2561261593937445,1
2025-07-08 09:41:00,7.32,7.32,7.31,7.31,922651,-0.001366120218579292,7.295684853702804,7.291246656880532,58.1886280684691,0.0029207744801693636,,,7.2912769727506594,0,7.2935,7.268781585811384,7.318218414188616,0.006778203657672137,83.33333333333235,72.22222222222206,4715945.0,7.260028896087453,1
2025-07-08 09:42:00,7.32,7.32,7.29,7.3,2488304,-0.001367989056087482,7.296643775102181,7.2920424153459384,53.76091963914541,0.0032361910798961446,,,7.291764199744006,0,7.294,7.269180652708019,7.3188193472919805,0.006805414667392618,66.66666666666617,83.33333333333285,2227641.0,7.260028896087453,1
2025-07-08 09:43:00,7.29,7.31,7.29,7.31,1188226,0.00136986301369868,7.299611825079475,7.293674923041762,57.26302612461068,0.004244153474783019,,,7.291983233181877,0,7.294500000000001,7.268829004694015,7.320170995305987,0.007038452342445933,83.33333333333235,77.77777777777696,3415867.0,7.260028896087453,1
2025-07-08 09:44:00,7.3,7.32,7.3,7.31,1682939,0.0,7.301920308395147,7.2951590209470565,57.26302612461069,0.00498550118046559,,,7.292453737411613,0,7.295,7.268542486889355,7.321457513110645,0.0072536019494572335,83.33333333333235,77.77777777777696,3415867.0,7.260028896087453,1
2025-07-08 09:45:00,7.31,7.33,7.3,7.33,2967966,0.002735978112175186,7.308160239862892,7.298326382679142,63.64910939668561,0.00710495592217697,,,7.293666526735777,0,7.2965,7.265987707395216,7.327012292604784,0.008363542137952122,100.0,88.88888888888823,6383833.0,7.260028896087453,1
2025-07-08 09:46:00,7.33,7.34,7.32,7.34,1811207,0.0013642564802183177,7.315235742115583,7.302114893344674,66.35612932273995,0.00948225002554448,,,7.2947044005588735,0,7.2989999999999995,7.263278857801017,7.334721142198982,0.009787955116860645,100.0,94.44444444444412,8195040.0,7.268034356894488,1
2025-07-08 09:47:00,7.33,7.34,7.32,7.32,2375461,-0.0027247956403269047,7.316294466089897,7.3037408121315215,57.18408304115525,0.009641300960940846,,,7.295764829179354,0,7.3,7.263121822170829,7.3368781778291705,0.010103610364156353,75.00000000000055,91.66666666666686,5819579.0,7.268237910595539,1
2025-07-08 09:48:00,7.32,7.33,7.31,7.33,1320826,0.001366120218579292,7.319340140292143,7.3061280110286555,60.15005859688663,0.010453761939260175,0.00450638288875016,0.0059473790505100155,7.296264191839103,0,7.302,7.263218561140669,7.34078143885933,0.01062214156651065,87.50000000000028,87.50000000000028,7140405.0,7.268237910595539,1
2025-07-08 09:49:00,7.33,7.34,7.32,7.33,1572703,0.0,7.321708998005,7.308298191844232,60.15005859688662,0.010971174250601123,0.004019036160072886,0.006952138090528238,7.296976434414667,0,7.303999999999999,7.263800497515517,7.344199502484482,0.011007530800789372,87.50000000000028,83.33333333333371,7140405.0,7.268582285629749,1
